time,x
0.319,0
0.32,0
0.321,0
0.322,0
0.323,0
0.324,0
0.325,0
0.326,0
0.327,0
0.328,0
0.329,0
0.33,0
0.331,0
0.332,0
0.333,0
0.334,0
0.335,0
0.336,0
0.337,0
0.338,0
0.339,0
0.34,0
0.341,0
0.342,0
0.343,0
0.344,0
0.345,0
0.346,0
0.347,0
0.348,0
0.349,0
0.35,0
0.351,0
0.352,0
0.353,0
0.354,0
0.355,0
0.356,0
0.357,0
0.358,0
0.359,0
0.36,0
0.361,0
0.362,0
0.363,0
0.364,0
0.365,0
0.366,0
0.367,0
0.368,0
0.369,0
0.37,0
0.371,0
0.372,0
0.373,0
0.374,0
0.375,0
0.376,0
0.377,0
0.378,0
0.379,0
0.38,0
0.381,0
0.382,0
0.383,0
0.384,0
0.385,0
0.386,0
0.387,0
0.388,0
0.389,0
0.39,0
0.391,0
0.392,0
0.393,0
0.394,0
0.395,0
0.396,0
0.397,0
0.398,0
0.399,0
0.4,0
0.401,0
0.402,0
0.403,0
0.404,0
0.405,0
0.406,0
0.407,0
0.408,0
0.409,0
0.41,0
0.411,0
0.412,0
0.413,0
0.414,0
0.415,0
0.416,0
0.417,0
0.418,0
0.419,0
0.42,0
0.421,0
0.422,0
0.423,0
0.424,0
0.425,0
0.426,0
0.427,0
0.428,0
0.429,0
0.43,0
0.431,0
0.432,0
0.433,0
0.434,0
0.435,0
0.436,0
0.437,0
0.438,0
0.439,0
0.44,0
0.441,0
0.442,0
0.443,0
0.444,0
0.445,0
0.446,0
0.447,0
0.448,0
0.449,0
0.45,0
0.451,0
0.452,0
0.453,0
0.454,0
0.455,0
0.456,0
0.457,0
0.458,0
0.459,0
0.46,0
0.461,0
0.462,0
0.463,0
0.464,0
0.465,0
0.466,0
0.467,0
0.468,0
0.469,0
0.47,0
0.471,0
0.472,0
0.473,0
0.474,0
0.475,0
0.476,0
0.477,0
0.478,0
0.479,0
0.48,0
0.481,0
0.482,0
0.483,0
0.484,0
0.485,0
0.486,0
0.487,0
0.488,0
0.489,0
0.49,0
0.491,0
0.492,0
0.493,0
0.494,0
0.495,0
0.496,0
0.497,0
0.498,0
0.499,0
0.5,0
0.501,0
0.502,0
0.503,0
0.504,0
0.505,0
0.506,0
0.507,0
0.508,0
0.509,0
0.51,0
0.511,0
0.512,0
0.513,0
0.514,0
0.515,0
0.516,0
0.517,0
0.518,0
0.519,0
0.52,0
0.521,0
0.522,0
0.523,0
0.524,0
0.525,0
0.526,0
0.527,0
0.528,0
0.529,0
0.53,0
0.531,0
0.532,0
0.533,0
0.534,0
0.535,0
0.536,0
0.537,0
0.538,0
0.539,0
0.54,0
0.541,0
0.542,0
0.543,0
0.544,0
0.545,0
0.546,0
0.547,0
0.548,0
0.549,0
0.55,0
0.551,0
0.552,0
0.553,0
0.554,0
0.555,0
0.556,0
0.557,0
0.558,0
0.559,0
0.56,0
0.561,0
0.562,0
0.563,0
0.564,0
0.565,0
0.566,0
0.567,0
0.568,0
0.569,0
0.57,0
0.571,0
0.572,0
0.573,0
0.574,0
0.575,0
0.576,0
0.577,0
0.578,0
0.579,0
0.58,0
0.581,0
0.582,0
0.583,0
0.584,0
0.585,0
0.586,0
0.587,0
0.588,0
0.589,0
0.59,0
0.591,0
0.592,0
0.593,0
0.594,0
0.595,0
0.596,0
0.597,0
0.598,0
0.599,0
0.6,0
0.601,0
0.602,0
0.603,0
0.604,0
0.605,0
0.606,0
0.607,0
0.608,0
0.609,0
0.61,0
0.611,0
0.612,0
0.613,0
0.614,0
0.615,0
0.616,0
0.617,0
0.618,0
0.619,0
0.62,0
0.621,0.008888
0.622,0.017775
0.623,0.026745
0.624,0.03586
0.625,0.045165
0.626,0.05469
0.627,0.064451
0.628,0.074458
0.629,0.084713
0.63,0.095209
0.631,0.105936
0.632,0.116879
0.633,0.128019
0.634,0.139331
0.635,0.150791
0.636,0.162369
0.637,0.174031
0.638,0.185742
0.639,0.197465
0.64,0.209157
0.641,0.212743
0.642,0.216569
0.643,0.220555
0.644,0.224641
0.645,0.228785
0.646,0.232954
0.647,0.237125
0.648,0.241284
0.649,0.245418
0.65,0.24952
0.651,0.253584
0.652,0.257608
0.653,0.26159
0.654,0.265527
0.655,0.26942
0.656,0.273267
0.657,0.277069
0.658,0.280825
0.659,0.284536
0.66,0.288201
0.661,0.295812
0.662,0.303303
0.663,0.310753
0.664,0.318219
0.665,0.325743
0.666,0.333359
0.667,0.341095
0.668,0.348974
0.669,0.357013
0.67,0.365229
0.671,0.373636
0.672,0.382247
0.673,0.391072
0.674,0.400123
0.675,0.409409
0.676,0.418941
0.677,0.428727
0.678,0.438778
0.679,0.449105
0.68,0.459718
0.681,0.465993
0.682,0.472314
0.683,0.478636
0.684,0.484922
0.685,0.491137
0.686,0.497249
0.687,0.503231
0.688,0.509055
0.689,0.514697
0.69,0.520136
0.691,0.525349
0.692,0.530316
0.693,0.535016
0.694,0.539432
0.695,0.543543
0.696,0.547332
0.697,0.550781
0.698,0.553872
0.699,0.556587
0.7,0.55891
0.701,0.565195
0.702,0.571167
0.703,0.57685
0.704,0.582262
0.705,0.587414
0.706,0.592316
0.707,0.596972
0.708,0.601385
0.709,0.605556
0.71,0.609485
0.711,0.613169
0.712,0.616607
0.713,0.619796
0.714,0.622731
0.715,0.625411
0.716,0.627831
0.717,0.629989
0.718,0.631881
0.719,0.633503
0.72,0.634852
0.721,0.639412
0.722,0.643743
0.723,0.647875
0.724,0.651828
0.725,0.655621
0.726,0.659266
0.727,0.662776
0.728,0.666159
0.729,0.669422
0.73,0.672571
0.731,0.675612
0.732,0.678549
0.733,0.681386
0.734,0.684128
0.735,0.686778
0.736,0.689339
0.737,0.691816
0.738,0.694212
0.739,0.696531
0.74,0.698775
0.741,0.703585
0.742,0.708294
0.743,0.712943
0.744,0.717562
0.745,0.722176
0.746,0.726805
0.747,0.731465
0.748,0.736169
0.749,0.740928
0.75,0.745751
0.751,0.750648
0.752,0.755625
0.753,0.760688
0.754,0.765845
0.755,0.7711
0.756,0.776458
0.757,0.781925
0.758,0.787504
0.759,0.7932
0.76,0.799017
0.761,0.802462
0.762,0.806039
0.763,0.809726
0.764,0.813507
0.765,0.817368
0.766,0.821301
0.767,0.825301
0.768,0.829365
0.769,0.833488
0.77,0.837672
0.771,0.841914
0.772,0.846216
0.773,0.850578
0.774,0.855001
0.775,0.859486
0.776,0.864034
0.777,0.868647
0.778,0.873325
0.779,0.87807
0.78,0.882882
0.781,0.885633
0.782,0.888483
0.783,0.891405
0.784,0.894381
0.785,0.897398
0.786,0.900445
0.787,0.903515
0.788,0.906602
0.789,0.909701
0.79,0.912811
0.791,0.915928
0.792,0.91905
0.793,0.922175
0.794,0.925303
0.795,0.928432
0.796,0.931561
0.797,0.934689
0.798,0.937815
0.799,0.940937
0.8,0.944055
0.801,0.946161
0.802,0.948257
0.803,0.950332
0.804,0.952373
0.805,0.954373
0.806,0.956325
0.807,0.958221
0.808,0.960058
0.809,0.961829
0.81,0.963531
0.811,0.96516
0.812,0.966711
0.813,0.968182
0.814,0.969568
0.815,0.970866
0.816,0.972072
0.817,0.973183
0.818,0.974196
0.819,0.975106
0.82,0.975911
0.821,0.977586
0.822,0.979155
0.823,0.980623
0.824,0.981997
0.825,0.98328
0.826,0.984473
0.827,0.985576
0.828,0.986591
0.829,0.987515
0.83,0.988349
0.831,0.989091
0.832,0.989739
0.833,0.990291
0.834,0.990746
0.835,0.991101
0.836,0.991355
0.837,0.991505
0.838,0.991549
0.839,0.991485
0.84,0.991311
0.841,0.9926
0.842,0.993782
0.843,0.994871
0.844,0.995879
0.845,0.996813
0.846,0.997682
0.847,0.998488
0.848,0.999235
0.849,0.999927
0.85,1.000564
0.851,1.001148
0.852,1.00168
0.853,1.00216
0.854,1.00259
0.855,1.00297
0.856,1.003299
0.857,1.003579
0.858,1.00381
0.859,1.003991
0.86,1.004124
0.861,1.005035
0.862,1.005899
0.863,1.006725
0.864,1.007521
0.865,1.008292
0.866,1.009043
0.867,1.009777
0.868,1.010499
0.869,1.011211
0.87,1.011914
0.871,1.012611
0.872,1.013304
0.873,1.013995
0.874,1.014685
0.875,1.015375
0.876,1.016068
0.877,1.016765
0.878,1.017468
0.879,1.018177
0.88,1.018895
0.881,1.019493
0.882,1.020104
0.883,1.020726
0.884,1.021361
0.885,1.022009
0.886,1.022672
0.887,1.023349
0.888,1.024042
0.889,1.024753
0.89,1.025482
0.891,1.026232
0.892,1.027003
0.893,1.027796
0.894,1.028614
0.895,1.029458
0.896,1.030328
0.897,1.031226
0.898,1.032154
0.899,1.033113
0.9,1.034103
0.901,1.033544
0.902,1.033018
0.903,1.03251
0.904,1.03201
0.905,1.031508
0.906,1.030998
0.907,1.030476
0.908,1.029938
0.909,1.029383
0.91,1.028809
0.911,1.028216
0.912,1.027601
0.913,1.026966
0.914,1.026311
0.915,1.025635
0.916,1.02494
0.917,1.024224
0.918,1.02349
0.919,1.022737
0.92,1.021966
0.921,1.021358
0.922,1.020732
0.923,1.020091
0.924,1.019436
0.925,1.018769
0.926,1.018091
0.927,1.017404
0.928,1.016707
0.929,1.016002
0.93,1.015289
0.931,1.014567
0.932,1.013837
0.933,1.013099
0.934,1.012353
0.935,1.011598
0.936,1.010834
0.937,1.010061
0.938,1.009278
0.939,1.008485
0.94,1.007681
0.941,1.007565
0.942,1.007437
0.943,1.007305
0.944,1.007175
0.945,1.007051
0.946,1.006936
0.947,1.006834
0.948,1.006744
0.949,1.006669
0.95,1.006609
0.951,1.006565
0.952,1.006536
0.953,1.006522
0.954,1.006523
0.955,1.006539
0.956,1.006568
0.957,1.00661
0.958,1.006664
0.959,1.00673
0.96,1.006806
0.961,1.006512
0.962,1.006225
0.963,1.005939
0.964,1.00565
0.965,1.005355
0.966,1.005052
0.967,1.004737
0.968,1.004409
0.969,1.004067
0.97,1.003709
0.971,1.003334
0.972,1.00294
0.973,1.002528
0.974,1.002096
0.975,1.001644
0.976,1.001171
0.977,1.000676
0.978,1.00016
0.979,0.999622
0.98,0.999061
0.981,0.998039
0.982,0.996995
0.983,0.995926
0.984,0.994827
0.985,0.993696
0.986,0.992531
0.987,0.991331
0.988,0.990095
0.989,0.988822
0.99,0.987512
0.991,0.986164
0.992,0.98478
0.993,0.98336
0.994,0.981903
0.995,0.980411
0.996,0.978883
0.997,0.977321
0.998,0.975725
0.999,0.974095
1,0.972433
1.001,0.972317
1.002,0.972159
1.003,0.97198
1.004,0.971796
1.005,0.971619
1.006,0.97146
1.007,0.971326
1.008,0.971223
1.009,0.971157
1.01,0.971131
1.011,0.971149
1.012,0.971214
1.013,0.971328
1.014,0.971493
1.015,0.971711
1.016,0.971984
1.017,0.972312
1.018,0.972698
1.019,0.973143
1.02,0.973648
1.021,0.973116
1.022,0.972634
1.023,0.972193
1.024,0.971785
1.025,0.971402
1.026,0.971041
1.027,0.970698
1.028,0.970369
1.029,0.970054
1.03,0.96975
1.031,0.969456
1.032,0.969172
1.033,0.968897
1.034,0.968631
1.035,0.968374
1.036,0.968124
1.037,0.967884
1.038,0.967652
1.039,0.967428
1.04,0.967213
1.041,0.966877
1.042,0.96655
1.043,0.966231
1.044,0.965918
1.045,0.965613
1.046,0.965313
1.047,0.965018
1.048,0.964729
1.049,0.964446
1.05,0.964167
1.051,0.963894
1.052,0.963625
1.053,0.963362
1.054,0.963104
1.055,0.962852
1.056,0.962605
1.057,0.962363
1.058,0.962126
1.059,0.961895
1.06,0.961669
1.061,0.961186
1.062,0.960708
1.063,0.960232
1.064,0.959757
1.065,0.95928
1.066,0.9588
1.067,0.958317
1.068,0.957828
1.069,0.957334
1.07,0.956834
1.071,0.956328
1.072,0.955814
1.073,0.955293
1.074,0.954764
1.075,0.954227
1.076,0.953681
1.077,0.953126
1.078,0.952562
1.079,0.951989
1.08,0.951405
1.081,0.950233
1.082,0.949051
1.083,0.947854
1.084,0.946636
1.085,0.945394
1.086,0.944125
1.087,0.942827
1.088,0.941499
1.089,0.940139
1.09,0.938748
1.091,0.937324
1.092,0.935866
1.093,0.934376
1.094,0.932853
1.095,0.931297
1.096,0.929708
1.097,0.928086
1.098,0.926433
1.099,0.924747
1.1,0.923029
1.101,0.922009
1.102,0.920951
1.103,0.919866
1.104,0.91876
1.105,0.917639
1.106,0.916506
1.107,0.915365
1.108,0.914218
1.109,0.913066
1.11,0.911912
1.111,0.910756
1.112,0.9096
1.113,0.908443
1.114,0.907286
1.115,0.90613
1.116,0.904975
1.117,0.903822
1.118,0.902669
1.119,0.901518
1.12,0.900369
1.121,0.900042
1.122,0.899717
1.123,0.899405
1.124,0.899113
1.125,0.898847
1.126,0.898612
1.127,0.898412
1.128,0.898249
1.129,0.898126
1.13,0.898045
1.131,0.898008
1.132,0.898016
1.133,0.89807
1.134,0.89817
1.135,0.898318
1.136,0.898515
1.137,0.89876
1.138,0.899056
1.139,0.899401
1.14,0.899797
1.141,0.899423
1.142,0.899092
1.143,0.898796
1.144,0.898528
1.145,0.898283
1.146,0.898057
1.147,0.897848
1.148,0.897652
1.149,0.897469
1.15,0.897296
1.151,0.897133
1.152,0.896979
1.153,0.896834
1.154,0.896697
1.155,0.896567
1.156,0.896445
1.157,0.896331
1.158,0.896224
1.159,0.896125
1.16,0.896033
1.161,0.895818
1.162,0.89561
1.163,0.895408
1.164,0.895212
1.165,0.895021
1.166,0.894834
1.167,0.894651
1.168,0.894471
1.169,0.894295
1.17,0.894122
1.171,0.893952
1.172,0.893785
1.173,0.893622
1.174,0.893461
1.175,0.893304
1.176,0.89315
1.177,0.892999
1.178,0.892851
1.179,0.892706
1.18,0.892565
1.181,0.892427
1.182,0.892292
1.183,0.892161
1.184,0.892033
1.185,0.891908
1.186,0.891787
1.187,0.891669
1.188,0.891554
1.189,0.891443
1.19,0.891335
1.191,0.89123
1.192,0.891129
1.193,0.891031
1.194,0.890937
1.195,0.890846
1.196,0.890759
1.197,0.890674
1.198,0.890593
1.199,0.890516
1.2,0.890442
1.201,0.890239
1.202,0.890039
1.203,0.889841
1.204,0.889643
1.205,0.889446
1.206,0.889247
1.207,0.889047
1.208,0.888844
1.209,0.88864
1.21,0.888432
1.211,0.888222
1.212,0.888008
1.213,0.887791
1.214,0.88757
1.215,0.887346
1.216,0.887117
1.217,0.886885
1.218,0.886648
1.219,0.886406
1.22,0.88616
1.221,0.886041
1.222,0.885918
1.223,0.885791
1.224,0.885662
1.225,0.88553
1.226,0.885398
1.227,0.885263
1.228,0.885129
1.229,0.884993
1.23,0.884857
1.231,0.88472
1.232,0.884583
1.233,0.884446
1.234,0.884308
1.235,0.884169
1.236,0.88403
1.237,0.883891
1.238,0.883751
1.239,0.88361
1.24,0.883469
1.241,0.893528
1.242,0.903612
1.243,0.913872
1.244,0.924426
1.245,0.935375
1.246,0.946802
1.247,0.958781
1.248,0.971379
1.249,0.984656
1.25,0.998672
1.251,1.013486
1.252,1.029157
1.253,1.045745
1.254,1.063314
1.255,1.081933
1.256,1.101674
1.257,1.122619
1.258,1.144854
1.259,1.168479
1.26,1.193604
1.261,1.201028
1.262,1.209114
1.263,1.217738
1.264,1.226803
1.265,1.236229
1.266,1.245955
1.267,1.255931
1.268,1.266119
1.269,1.276489
1.27,1.287018
1.271,1.297689
1.272,1.308487
1.273,1.319401
1.274,1.330423
1.275,1.341545
1.276,1.352763
1.277,1.364072
1.278,1.375467
1.279,1.386945
1.28,1.398503
1.281,1.402734
1.282,1.40705
1.283,1.411376
1.284,1.415652
1.285,1.419833
1.286,1.423884
1.287,1.427779
1.288,1.431498
1.289,1.435026
1.29,1.438351
1.291,1.441465
1.292,1.44436
1.293,1.447031
1.294,1.449473
1.295,1.451683
1.296,1.453659
1.297,1.455397
1.298,1.456896
1.299,1.458153
1.3,1.459168
1.301,1.463393
1.302,1.467296
1.303,1.470918
1.304,1.474292
1.305,1.477437
1.306,1.480369
1.307,1.483097
1.308,1.485626
1.309,1.487959
1.31,1.490096
1.311,1.492035
1.312,1.493773
1.313,1.495307
1.314,1.49663
1.315,1.497739
1.316,1.498627
1.317,1.499289
1.318,1.499717
1.319,1.499905
1.32,1.499847
1.321,1.502724
1.322,1.505381
1.323,1.507844
1.324,1.510131
1.325,1.512258
1.326,1.514232
1.327,1.516063
1.328,1.517754
1.329,1.519309
1.33,1.520729
1.331,1.522014
1.332,1.523164
1.333,1.524179
1.334,1.525057
1.335,1.525797
1.336,1.526397
1.337,1.526855
1.338,1.527171
1.339,1.527341
1.34,1.527364
1.341,1.529858
1.342,1.532218
1.343,1.53447
1.344,1.536631
1.345,1.538717
1.346,1.54074
1.347,1.542707
1.348,1.544627
1.349,1.546503
1.35,1.548341
1.351,1.550144
1.352,1.551915
1.353,1.553656
1.354,1.55537
1.355,1.557058
1.356,1.558723
1.357,1.560366
1.358,1.561989
1.359,1.563595
1.36,1.565185
1.361,1.569198
1.362,1.5732
1.363,1.577224
1.364,1.581295
1.365,1.585434
1.366,1.589657
1.367,1.593979
1.368,1.59841
1.369,1.602961
1.37,1.607641
1.371,1.612458
1.372,1.617417
1.373,1.622526
1.374,1.627791
1.375,1.633217
1.376,1.638809
1.377,1.644573
1.378,1.650514
1.379,1.656637
1.38,1.662946
1.381,1.663844
1.382,1.664873
1.383,1.665985
1.384,1.667143
1.385,1.668318
1.386,1.66949
1.387,1.670642
1.388,1.671763
1.389,1.672845
1.39,1.673882
1.391,1.67487
1.392,1.675806
1.393,1.67669
1.394,1.67752
1.395,1.678297
1.396,1.679021
1.397,1.679694
1.398,1.680315
1.399,1.680887
1.4,1.68141
1.401,1.682565
1.402,1.68368
1.403,1.684765
1.404,1.685825
1.405,1.686866
1.406,1.687894
1.407,1.688912
1.408,1.689923
1.409,1.690929
1.41,1.691933
1.411,1.692936
1.412,1.693939
1.413,1.694943
1.414,1.695949
1.415,1.696958
1.416,1.697969
1.417,1.698983
1.418,1.699999
1.419,1.701018
1.42,1.702039
1.421,1.702459
1.422,1.70288
1.423,1.703294
1.424,1.703694
1.425,1.704077
1.426,1.704438
1.427,1.704774
1.428,1.705081
1.429,1.705358
1.43,1.7056
1.431,1.705808
1.432,1.705977
1.433,1.706107
1.434,1.706196
1.435,1.70624
1.436,1.706239
1.437,1.706191
1.438,1.706093
1.439,1.705944
1.44,1.705742
1.441,1.705891
1.442,1.705986
1.443,1.706029
1.444,1.706022
1.445,1.705965
1.446,1.705859
1.447,1.705704
1.448,1.705499
1.449,1.705243
1.45,1.704936
1.451,1.704576
1.452,1.704162
1.453,1.703694
1.454,1.703169
1.455,1.702586
1.456,1.701945
1.457,1.701242
1.458,1.700478
1.459,1.699651
1.46,1.698759
1.461,1.69878
1.462,1.698739
1.463,1.698645
1.464,1.698505
1.465,1.698325
1.466,1.698107
1.467,1.697855
1.468,1.69757
1.469,1.697255
1.47,1.696911
1.471,1.696537
1.472,1.696135
1.473,1.695705
1.474,1.695248
1.475,1.694763
1.476,1.694251
1.477,1.693711
1.478,1.693145
1.479,1.692552
1.48,1.691932
1.481,1.693765
1.482,1.695573
1.483,1.697387
1.484,1.69923
1.485,1.701123
1.486,1.703079
1.487,1.705111
1.488,1.707229
1.489,1.709441
1.49,1.711753
1.491,1.714172
1.492,1.716701
1.493,1.719347
1.494,1.722112
1.495,1.725001
1.496,1.728016
1.497,1.731161
1.498,1.73444
1.499,1.737854
1.5,1.741408
1.501,1.742539
1.502,1.743778
1.503,1.745101
1.504,1.74649
1.505,1.74793
1.506,1.74941
1.507,1.750922
1.508,1.752459
1.509,1.754016
1.51,1.755591
1.511,1.757179
1.512,1.75878
1.513,1.760393
1.514,1.762017
1.515,1.763651
1.516,1.765295
1.517,1.76695
1.518,1.768615
1.519,1.770292
1.52,1.771981
1.521,1.773269
1.522,1.774573
1.523,1.775886
1.524,1.777208
1.525,1.778535
1.526,1.779866
1.527,1.781201
1.528,1.78254
1.529,1.783881
1.53,1.785224
1.531,1.786571
1.532,1.787921
1.533,1.789274
1.534,1.790631
1.535,1.791992
1.536,1.793358
1.537,1.794728
1.538,1.796103
1.539,1.797483
1.54,1.798869
1.541,1.799845
1.542,1.800827
1.543,1.801811
1.544,1.802795
1.545,1.803776
1.546,1.804751
1.547,1.805719
1.548,1.80668
1.549,1.807632
1.55,1.808574
1.551,1.809507
1.552,1.810429
1.553,1.81134
1.554,1.81224
1.555,1.813128
1.556,1.814004
1.557,1.814869
1.558,1.81572
1.559,1.816559
1.56,1.817385
1.561,1.81605
1.562,1.814702
1.563,1.813318
1.564,1.811883
1.565,1.810384
1.566,1.808812
1.567,1.80716
1.568,1.805424
1.569,1.803599
1.57,1.801683
1.571,1.799675
1.572,1.797574
1.573,1.79538
1.574,1.793092
1.575,1.79071
1.576,1.788236
1.577,1.78567
1.578,1.783013
1.579,1.780265
1.58,1.777427
1.581,1.776261
1.582,1.774988
1.583,1.77363
1.584,1.772206
1.585,1.770727
1.586,1.769204
1.587,1.767643
1.588,1.76605
1.589,1.764431
1.59,1.762787
1.591,1.761121
1.592,1.759435
1.593,1.75773
1.594,1.756007
1.595,1.754267
1.596,1.75251
1.597,1.750737
1.598,1.748946
1.599,1.747139
1.6,1.745316
1.601,1.743872
1.602,1.742413
1.603,1.740942
1.604,1.739461
1.605,1.737975
1.606,1.736483
1.607,1.734988
1.608,1.73349
1.609,1.731991
1.61,1.730491
1.611,1.72899
1.612,1.727489
1.613,1.725988
1.614,1.724487
1.615,1.722987
1.616,1.721488
1.617,1.719989
1.618,1.718492
1.619,1.716996
1.62,1.715501
1.621,1.714137
1.622,1.712774
1.623,1.711415
1.624,1.710061
1.625,1.708713
1.626,1.707371
1.627,1.706037
1.628,1.70471
1.629,1.703393
1.63,1.702084
1.631,1.700785
1.632,1.699496
1.633,1.698217
1.634,1.69695
1.635,1.695693
1.636,1.694448
1.637,1.693215
1.638,1.691995
1.639,1.690787
1.64,1.689593
1.641,1.688286
1.642,1.686993
1.643,1.685714
1.644,1.684446
1.645,1.683191
1.646,1.681947
1.647,1.680715
1.648,1.679495
1.649,1.678286
1.65,1.677088
1.651,1.675903
1.652,1.674729
1.653,1.673568
1.654,1.672419
1.655,1.671283
1.656,1.670159
1.657,1.669049
1.658,1.667952
1.659,1.666869
1.66,1.6658
1.661,1.664619
1.662,1.663453
1.663,1.662301
1.664,1.66116
1.665,1.660031
1.666,1.658913
1.667,1.657807
1.668,1.656711
1.669,1.655625
1.67,1.65455
1.671,1.653486
1.672,1.652432
1.673,1.651388
1.674,1.650355
1.675,1.649332
1.676,1.64832
1.677,1.647318
1.678,1.646327
1.679,1.645346
1.68,1.644376
1.681,1.643291
1.682,1.642216
1.683,1.64115
1.684,1.640092
1.685,1.639042
1.686,1.637998
1.687,1.63696
1.688,1.635928
1.689,1.634901
1.69,1.633879
1.691,1.632861
1.692,1.631848
1.693,1.63084
1.694,1.629835
1.695,1.628834
1.696,1.627837
1.697,1.626844
1.698,1.625853
1.699,1.624866
1.7,1.623882
1.701,1.6229
1.702,1.621921
1.703,1.620944
1.704,1.61997
1.705,1.618997
1.706,1.618026
1.707,1.617057
1.708,1.616089
1.709,1.615123
1.71,1.614157
1.711,1.613192
1.712,1.612227
1.713,1.611263
1.714,1.610299
1.715,1.609335
1.716,1.608371
1.717,1.607406
1.718,1.60644
1.719,1.605474
1.72,1.604506
1.721,1.603666
1.722,1.602825
1.723,1.601984
1.724,1.601143
1.725,1.600304
1.726,1.599467
1.727,1.598631
1.728,1.597799
1.729,1.596968
1.73,1.596141
1.731,1.595316
1.732,1.594494
1.733,1.593675
1.734,1.592858
1.735,1.592045
1.736,1.591233
1.737,1.590425
1.738,1.589619
1.739,1.588816
1.74,1.588015
1.741,1.587216
1.742,1.586421
1.743,1.585627
1.744,1.584836
1.745,1.584048
1.746,1.583261
1.747,1.582478
1.748,1.581696
1.749,1.580917
1.75,1.58014
1.751,1.579365
1.752,1.578593
1.753,1.577823
1.754,1.577055
1.755,1.57629
1.756,1.575526
1.757,1.574765
1.758,1.574006
1.759,1.57325
1.76,1.572495
1.761,1.571872
1.762,1.57125
1.763,1.570632
1.764,1.570019
1.765,1.569412
1.766,1.568811
1.767,1.568217
1.768,1.56763
1.769,1.567051
1.77,1.56648
1.771,1.565916
1.772,1.565362
1.773,1.564815
1.774,1.564278
1.775,1.563749
1.776,1.56323
1.777,1.562719
1.778,1.562218
1.779,1.561727
1.78,1.561245
1.781,1.560646
1.782,1.560057
1.783,1.559477
1.784,1.558905
1.785,1.55834
1.786,1.557781
1.787,1.557229
1.788,1.556682
1.789,1.556141
1.79,1.555606
1.791,1.555077
1.792,1.554553
1.793,1.554034
1.794,1.553521
1.795,1.553013
1.796,1.552511
1.797,1.552014
